"No.","Time","Source","Destination","Protocol","Length","Info"
"1221","67.615000","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1222","68.638936","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"1223","68.639822","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"1224","68.640774","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"1225","68.641706","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"1226","68.642617","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"1227","68.642694","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"1228","68.643546","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"1229","68.643661","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"1230","70.278088","69.171.250.60","192.168.1.5","TLSv1.2","152","Application Data"
"1231","70.278221","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3791 Ack=10514 Win=2046 Len=0 TSval=867719097 TSecr=1123357388"
"1232","70.355860","108.174.11.37","192.168.1.5","TCP","114","443  >  51100 [ACK] Seq=369 Ack=1 Win=14 Len=48 TSval=2762689454 TSecr=611700482 [TCP segment of a reassembled PDU]"
"1233","70.355867","108.174.11.37","192.168.1.5","TLSv1.2","110","Application Data"
"1234","70.356395","192.168.1.5","108.174.11.37","TCP","66","51100  >  443 [ACK] Seq=1 Ack=461 Win=2048 Len=0 TSval=611715296 TSecr=2762689454"
"1235","70.557534","69.171.250.60","192.168.1.5","TLSv1.2","152","Application Data"
"1236","70.557704","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3791 Ack=10600 Win=2046 Len=0 TSval=867719375 TSecr=1123357768"
"1237","71.506807","69.171.250.60","192.168.1.5","TLSv1.2","152","Application Data"
"1238","71.506933","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3791 Ack=10686 Win=2046 Len=0 TSval=867720322 TSecr=1123358684"
"1239","71.782837","192.168.1.5","34.120.5.221","TLSv1.3","105","Application Data"
"1240","71.795331","34.120.5.221","192.168.1.5","TCP","66","443  >  51435 [ACK] Seq=10705 Ack=1256 Win=69632 Len=0 TSval=1794044885 TSecr=90124698"
"1241","71.795336","34.120.5.221","192.168.1.5","TLSv1.3","105","Application Data"
"1242","71.795418","192.168.1.5","34.120.5.221","TCP","66","51435  >  443 [ACK] Seq=1256 Ack=10744 Win=131008 Len=0 TSval=90124709 TSecr=1794044885"
"1243","72.784341","192.168.1.5","34.224.142.75","TLSv1.2","112","Application Data"
"1244","73.042793","34.224.142.75","192.168.1.5","TLSv1.2","112","Application Data"
"1245","73.042934","192.168.1.5","34.224.142.75","TCP","66","51428  >  443 [ACK] Seq=93 Ack=93 Win=2047 Len=0 TSval=294197168 TSecr=1185271349"
"1246","74.328192","192.168.1.5","142.250.195.206","TCP","1484","51352  >  443 [ACK] Seq=9699 Ack=1596 Win=2048 Len=1418 TSval=939115006 TSecr=3791912895 [TCP segment of a reassembled PDU]"
"1247","74.328976","192.168.1.5","142.250.195.206","TLSv1.2","446","Application Data"
"1248","74.328977","192.168.1.5","142.250.195.206","TLSv1.2","1462","Application Data"
"1249","74.342432","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=1596 Ack=11117 Win=1328 Len=0 TSval=3791924257 TSecr=939115006"
"1250","74.342700","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=1596 Ack=11497 Win=1330 Len=0 TSval=3791924258 TSecr=939115006"
"1251","74.344672","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=1596 Ack=12893 Win=1328 Len=0 TSval=3791924259 TSecr=939115006"
"1252","74.382456","142.250.195.206","192.168.1.5","TLSv1.2","465","Application Data"
"1253","74.382462","142.250.195.206","192.168.1.5","TLSv1.2","198","Application Data, Application Data, Application Data"
"1254","74.382565","192.168.1.5","142.250.195.206","TCP","66","51352  >  443 [ACK] Seq=12893 Ack=2127 Win=2039 Len=0 TSval=939115058 TSecr=3791924297"
"1255","74.383876","192.168.1.5","142.250.195.206","TLSv1.2","105","Application Data"
"1256","74.399710","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=2127 Ack=12932 Win=1331 Len=0 TSval=3791924315 TSecr=939115059"
"1257","74.546324","192.168.1.5","54.218.143.40","TCP","78","51441  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1758051708 TSecr=0 SACK_PERM=1"
"1258","74.885017","54.218.143.40","192.168.1.5","TCP","74","80  >  51441 [SYN, ACK] Seq=0 Ack=1 Win=62643 Len=0 MSS=1460 SACK_PERM=1 TSval=1378285262 TSecr=1758051708 WS=128"
"1259","74.885111","192.168.1.5","54.218.143.40","TCP","66","51441  >  80 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1758052046 TSecr=1378285262"
"1260","74.886832","192.168.1.5","54.218.143.40","TCP","329","51441  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131712 Len=263 TSval=1758052047 TSecr=1378285262 [TCP segment of a reassembled PDU]"
"1261","74.888436","192.168.1.5","54.218.143.40","HTTP/JSON","302","POST /dispatch/fetch?mid=ca1ce656b7813320168e9c4c422af7ce&cv=7&ct=ct-sys HTTP/1.1 , JavaScript Object Notation (application/json)"
"1262","75.192312","54.218.143.40","192.168.1.5","TCP","66","80  >  51441 [ACK] Seq=1 Ack=264 Win=62464 Len=0 TSval=1378285602 TSecr=1758052047"
"1263","75.192317","54.218.143.40","192.168.1.5","TCP","66","80  >  51441 [ACK] Seq=1 Ack=500 Win=62336 Len=0 TSval=1378285605 TSecr=1758052048"
"1264","75.192319","54.218.143.40","192.168.1.5","HTTP","241","HTTP/1.1 211 UNKNOWN "
"1265","75.192320","69.171.250.60","192.168.1.5","TLSv1.2","113","Application Data"
"1266","75.192419","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3791 Ack=10733 Win=2047 Len=0 TSval=867723992 TSecr=1123362400"
"1267","75.192496","192.168.1.5","54.218.143.40","TCP","66","51441  >  80 [ACK] Seq=500 Ack=176 Win=131584 Len=0 TSval=1758052351 TSecr=1378285610"
"1268","75.210137","192.168.1.5","54.218.143.40","TCP","66","51441  >  80 [FIN, ACK] Seq=500 Ack=176 Win=131584 Len=0 TSval=1758052368 TSecr=1378285610"
"1269","75.499502","54.218.143.40","192.168.1.5","TCP","66","80  >  51441 [FIN, ACK] Seq=176 Ack=501 Win=62336 Len=0 TSval=1378285925 TSecr=1758052368"
"1270","75.499646","192.168.1.5","54.218.143.40","TCP","66","51441  >  80 [ACK] Seq=501 Ack=177 Win=131584 Len=0 TSval=1758052657 TSecr=1378285925"
"1271","75.721350","192.168.1.5","95.217.173.128","TLSv1.2","103","Application Data"
"1272","75.885067","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=286545 Win=17676 Len=0 TSval=2477684366 TSecr=3826894659"
"1273","79.185840","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1274","80.107425","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1275","81.131463","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1276","82.155377","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1277","82.258574","69.171.250.60","192.168.1.5","TLSv1.2","477","Application Data"
"1278","82.258581","69.171.250.60","192.168.1.5","TCP","1446","443  >  51166 [ACK] Seq=11144 Ack=3791 Win=674 Len=1380 TSval=1123369379 TSecr=867723992 [TCP segment of a reassembled PDU]"
"1279","82.258583","69.171.250.60","192.168.1.5","TLSv1.2","560","Application Data, Application Data"
"1280","82.258712","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3791 Ack=13018 Win=2012 Len=0 TSval=867731051 TSecr=1123369379"
"1281","82.565725","69.171.250.60","192.168.1.5","TLSv1.2","123","Application Data"
"1282","82.565864","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3791 Ack=13075 Win=2047 Len=0 TSval=867731358 TSecr=1123369713"
"1283","82.678291","69.171.250.60","192.168.1.5","TLSv1.2","347","Application Data"
"1284","82.678424","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3791 Ack=13356 Win=2043 Len=0 TSval=867731470 TSecr=1123369889"
"1285","82.780543","192.168.1.5","69.171.250.60","TLSv1.2","237","Application Data"
"1286","82.794633","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=13356 Ack=3962 Win=684 Len=0 TSval=1123370003 TSecr=867731572"
"1287","83.077898","69.171.250.60","192.168.1.5","TLSv1.2","101","Application Data"
"1288","83.077906","69.171.250.60","192.168.1.5","TLSv1.2","153","Application Data"
"1289","83.078031","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3962 Ack=13478 Win=2046 Len=0 TSval=867731868 TSecr=1123370289"
"1290","83.179334","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1291","83.487363","69.171.250.60","192.168.1.5","TLSv1.2","115","Application Data"
"1292","83.487501","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3962 Ack=13527 Win=2047 Len=0 TSval=867732276 TSecr=1123370595"
"1293","84.100910","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1294","85.124869","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"1295","85.125766","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"1296","85.126658","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"1297","85.127565","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"1298","85.128470","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"1299","85.128542","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"1300","85.129617","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"1301","85.129770","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"1302","85.195734","192.168.1.5","142.250.195.206","TLSv1.2","485","Application Data"
"1303","85.195820","192.168.1.5","142.250.195.206","TLSv1.2","1089","Application Data"
"1304","85.207808","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=2127 Ack=13351 Win=1330 Len=0 TSval=3791935123 TSecr=939125853"
"1305","85.208967","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=2127 Ack=14374 Win=1329 Len=0 TSval=3791935124 TSecr=939125853"
"1306","85.249997","142.250.195.206","192.168.1.5","TLSv1.2","468","Application Data"
"1307","85.250004","142.250.195.206","192.168.1.5","TLSv1.2","159","Application Data, Application Data"
"1308","85.250005","142.250.195.206","192.168.1.5","TLSv1.2","105","Application Data"
"1309","85.250135","192.168.1.5","142.250.195.206","TCP","66","51352  >  443 [ACK] Seq=14374 Ack=2661 Win=2039 Len=0 TSval=939125906 TSecr=3791935165"
"1310","85.251334","192.168.1.5","142.250.195.206","TLSv1.2","105","Application Data"
"1311","85.262657","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=2661 Ack=14413 Win=1331 Len=0 TSval=3791935178 TSecr=939125907"
"1312","85.636977","108.174.11.37","192.168.1.5","TCP","114","443  >  51100 [ACK] Seq=461 Ack=1 Win=14 Len=48 TSval=2762704666 TSecr=611715296 [TCP segment of a reassembled PDU]"
"1313","85.636984","108.174.11.37","192.168.1.5","TLSv1.2","110","Application Data"
"1314","85.637506","192.168.1.5","108.174.11.37","TCP","66","51100  >  443 [ACK] Seq=1 Ack=553 Win=2048 Len=0 TSval=611730542 TSecr=2762704666"
"1315","86.764049","69.171.250.60","192.168.1.5","TLSv1.2","201","Application Data"
"1316","86.764171","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=3962 Ack=13662 Win=2045 Len=0 TSval=867735545 TSecr=1123373913"
"1317","87.524927","192.168.1.5","69.171.250.60","TLSv1.2","194","Application Data"
"1318","87.537132","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=13662 Ack=4090 Win=684 Len=0 TSval=1123374748 TSecr=867736305"
"1319","88.300125","69.171.250.60","192.168.1.5","TLSv1.2","153","Application Data"
"1320","88.300241","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=4090 Ack=13749 Win=2046 Len=0 TSval=867737077 TSecr=1123375406"
"1321","92.498241","192.168.1.1","224.0.0.1","IGMPv2","46","Membership Query, general"
"1322","92.705019","69.171.250.60","192.168.1.5","TLSv1.2","299","Application Data"
"1323","92.705136","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=4090 Ack=13982 Win=2044 Len=0 TSval=867741478 TSecr=1123379914"
"1324","92.803653","192.168.1.5","69.171.250.60","TLSv1.2","237","Application Data"
"1325","92.815182","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=13982 Ack=4261 Win=695 Len=0 TSval=1123380027 TSecr=867741576"
"1326","93.112692","69.171.250.60","192.168.1.5","TLSv1.2","101","Application Data"
"1327","93.112833","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=4261 Ack=14017 Win=2047 Len=0 TSval=867741883 TSecr=1123380278"
"1328","93.522218","69.171.250.60","192.168.1.5","TLSv1.2","115","Application Data"
"1329","93.522333","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=4261 Ack=14066 Win=2047 Len=0 TSval=867742291 TSecr=1123380692"
"1330","94.929691","192.168.1.5","69.171.250.60","TLSv1.2","194","Application Data"
"1331","94.941786","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=14066 Ack=4389 Win=695 Len=0 TSval=1123382153 TSecr=867743696"
"1332","95.437118","192.168.1.5","69.171.250.60","TLSv1.2","391","Application Data"
"1333","95.449131","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=14066 Ack=4714 Win=706 Len=0 TSval=1123382661 TSecr=867744201"
"1334","95.671703","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1335","95.774088","69.171.250.60","192.168.1.5","TLSv1.2","111","Application Data"
"1336","95.774169","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=4714 Ack=14111 Win=2047 Len=0 TSval=867744535 TSecr=1123382912"
"1337","96.286964","69.171.250.60","192.168.1.5","TLSv1.2","153","Application Data"
"1338","96.286971","69.171.250.60","192.168.1.5","TLSv1.2","140","Application Data"
"1339","96.287086","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=4714 Ack=14272 Win=2045 Len=0 TSval=867745046 TSecr=1123383437"
"1340","96.695792","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1341","97.003813","69.171.250.60","192.168.1.5","TLSv1.2","201","Application Data"
"1342","97.003947","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=4714 Ack=14407 Win=2045 Len=0 TSval=867745762 TSecr=1123384187"
"1343","97.489883","192.168.1.5","69.171.250.60","TLSv1.2","194","Application Data"
"1344","97.501483","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=14407 Ack=4842 Win=706 Len=0 TSval=1123384713 TSecr=867746247"
"1345","97.719651","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1346","98.232409","69.171.250.60","192.168.1.5","TLSv1.2","221","Application Data"
"1347","98.232417","69.171.250.60","192.168.1.5","TLSv1.2","201","Application Data"
"1348","98.232738","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=4842 Ack=14697 Win=2043 Len=0 TSval=867746986 TSecr=1123385387"
"1349","98.623493","192.168.1.5","69.171.250.60","TLSv1.2","194","Application Data"
"1350","98.624247","192.168.1.5","69.171.250.60","TLSv1.2","391","Application Data"
"1351","98.636203","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=14697 Ack=4970 Win=706 Len=0 TSval=1123385848 TSecr=867747376"
"1352","98.636562","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=14697 Ack=5295 Win=717 Len=0 TSval=1123385848 TSecr=867747376"
"1353","98.641124","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1354","98.797208","69.171.250.60","192.168.1.5","TLSv1.2","395","Application Data"
"1355","98.797323","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5295 Ack=15026 Win=2042 Len=0 TSval=867747547 TSecr=1123386009"
"1356","98.887478","69.171.250.60","192.168.1.5","TLSv1.2","111","Application Data"
"1357","98.887573","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5295 Ack=15071 Win=2047 Len=0 TSval=867747636 TSecr=1123386099"
"1358","98.948786","192.168.1.5","69.171.250.60","TLSv1.2","237","Application Data"
"1359","98.960808","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=15071 Ack=5466 Win=727 Len=0 TSval=1123386172 TSecr=867747696"
"1360","99.256523","69.171.250.60","192.168.1.5","TLSv1.2","101","Application Data"
"1361","99.256639","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5466 Ack=15106 Win=2047 Len=0 TSval=867748001 TSecr=1123386427"
"1362","99.563748","69.171.250.60","192.168.1.5","TLSv1.2","140","Application Data"
"1363","99.563907","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5466 Ack=15180 Win=2046 Len=0 TSval=867748306 TSecr=1123386688"
"1364","99.593848","69.171.250.60","192.168.1.5","TLSv1.2","115","Application Data"
"1365","99.593963","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5466 Ack=15229 Win=2047 Len=0 TSval=867748335 TSecr=1123386805"
"1366","99.604732","69.171.250.60","192.168.1.5","TLSv1.2","153","Application Data"
"1367","99.604828","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5466 Ack=15316 Win=2046 Len=0 TSval=867748345 TSecr=1123386816"
"1368","99.665143","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1369","100.075639","69.171.250.60","192.168.1.5","TLSv1.2","153","Application Data"
"1370","100.075756","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5466 Ack=15403 Win=2046 Len=0 TSval=867748814 TSecr=1123387207"
"1371","100.275196","69.171.250.60","192.168.1.5","TLSv1.2","153","Application Data"
"1372","100.275310","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5466 Ack=15490 Win=2046 Len=0 TSval=867749013 TSecr=1123387487"
"1373","100.505572","192.168.1.5","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"1374","100.689846","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1375","101.509302","69.171.250.60","192.168.1.5","TLSv1.2","221","Application Data"
"1376","101.509309","69.171.250.60","192.168.1.5","TLSv1.2","201","Application Data"
"1377","101.509423","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5466 Ack=15780 Win=2043 Len=0 TSval=867750247 TSecr=1123388671"
"1378","101.714000","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"1379","101.715108","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"1380","101.715939","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"1381","101.716912","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"1382","101.716999","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"1383","101.717969","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"1384","101.718040","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"1385","102.110220","69.171.250.60","192.168.1.5","TLSv1.2","363","Application Data"
"1386","102.110353","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5466 Ack=16077 Win=2043 Len=0 TSval=867750847 TSecr=1123389208"
"1387","102.266191","192.168.1.5","69.171.250.60","TLSv1.2","237","Application Data"
"1388","102.355307","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=16077 Ack=5637 Win=738 Len=0 TSval=1123389567 TSecr=867751002"
"1389","102.591438","140.82.112.26","192.168.1.5","TLSv1.2","92","Application Data"
"1390","102.591907","192.168.1.5","140.82.112.26","TCP","66","51124  >  443 [ACK] Seq=31 Ack=53 Win=2048 Len=0 TSval=3242309925 TSecr=163978787"
"1391","102.591983","192.168.1.5","140.82.112.26","TLSv1.2","96","Application Data"
"1392","102.607071","69.171.250.60","192.168.1.5","TLSv1.2","101","Application Data"
"1393","102.607199","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5637 Ack=16112 Win=2047 Len=0 TSval=867751340 TSecr=1123389819"
"1394","102.768290","95.217.173.128","192.168.1.5","TLSv1.2","103","Application Data"
"1395","102.768422","192.168.1.5","95.217.173.128","TCP","66","51125  >  443 [ACK] Seq=286545 Ack=1948 Win=2047 Len=0 TSval=3826921641 TSecr=2477711213"
"1396","102.808794","140.82.112.26","192.168.1.5","TCP","66","443  >  51124 [ACK] Seq=53 Ack=61 Win=70 Len=0 TSval=163979036 TSecr=3242309925"
"1397","102.938582","69.171.250.60","192.168.1.5","TLSv1.2","201","Application Data"
"1398","102.938699","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5637 Ack=16247 Win=2045 Len=0 TSval=867751670 TSecr=1123390122"
"1399","103.110059","69.171.250.60","192.168.1.5","TLSv1.2","115","Application Data"
"1400","103.110176","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=5637 Ack=16296 Win=2047 Len=0 TSval=867751841 TSecr=1123390211"
"1401","103.280242","69.171.250.60","192.168.1.5","TLSv1.2","115","[TCP Spurious Retransmission] , Application Data"
"1402","103.280345","192.168.1.5","69.171.250.60","TCP","78","[TCP Window Update] 51166  >  443 [ACK] Seq=5637 Ack=16296 Win=2048 Len=0 TSval=867752011 TSecr=1123390423 SLE=16247 SRE=16296"
"1403","105.031627","192.168.1.5","95.217.173.128","TLSv1.2","138","Application Data"
"1404","105.031735","192.168.1.5","95.217.173.128","TLSv1.2","156","Application Data"
"1405","105.031796","192.168.1.5","95.217.173.128","TLSv1.2","236","Application Data"
"1406","105.221879","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1948 Ack=286617 Win=17676 Len=0 TSval=2477713696 TSecr=3826923900"
"1407","105.221884","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1948 Ack=286707 Win=17676 Len=0 TSval=2477713699 TSecr=3826923900"
"1408","105.221886","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1948 Ack=286877 Win=17676 Len=0 TSval=2477713699 TSecr=3826923900"
"1409","105.333607","192.168.1.5","125.22.47.125","DNS","70","Standard query 0x999c HTTPS d.dsxtr.pw"
"1410","105.333766","192.168.1.5","125.22.47.125","DNS","70","Standard query 0xfff2 A d.dsxtr.pw"
"1411","105.334743","192.168.1.5","54.218.143.40","TCP","78","51443  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1741122693 TSecr=0 SACK_PERM=1"
"1412","105.341298","125.22.47.125","192.168.1.5","DNS","285","Standard query response 0xfff2 A d.dsxtr.pw CNAME dsx-4874e082a67cf82c.elb.us-west-2.amazonaws.com A 54.218.143.40 NS ns-1283.awsdns-32.org NS ns-1870.awsdns-41.co.uk NS ns-424.awsdns-53.com NS ns-748.awsdns-29.net"
"1413","105.343791","125.22.47.125","192.168.1.5","DNS","216","Standard query response 0x999c HTTPS d.dsxtr.pw CNAME dsx-4874e082a67cf82c.elb.us-west-2.amazonaws.com SOA ns-1870.awsdns-41.co.uk"
"1414","105.604127","54.218.143.40","192.168.1.5","TCP","74","80  >  51443 [SYN, ACK] Seq=0 Ack=1 Win=62643 Len=0 MSS=1460 SACK_PERM=1 TSval=4271403398 TSecr=1741122693 WS=128"
"1415","105.604218","192.168.1.5","54.218.143.40","TCP","66","51443  >  80 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1741122961 TSecr=4271403398"
"1416","105.604954","192.168.1.5","54.218.143.40","TCP","329","51443  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131712 Len=263 TSval=1741122961 TSecr=4271403398 [TCP segment of a reassembled PDU]"
"1417","105.605734","192.168.1.5","54.218.143.40","HTTP/JSON","302","POST /dispatch/fetch?mid=ca1ce656b7813320168e9c4c422af7ce&cv=7&ct=ct-sys HTTP/1.1 , JavaScript Object Notation (application/json)"
"1418","105.785905","192.168.1.5","95.217.173.128","TLSv1.2","103","Application Data"
"1419","105.847240","54.218.143.40","192.168.1.5","TCP","66","80  >  51443 [ACK] Seq=1 Ack=264 Win=62464 Len=0 TSval=4271403669 TSecr=1741122961"
"1420","105.872119","54.218.143.40","192.168.1.5","TCP","66","80  >  51443 [ACK] Seq=1 Ack=500 Win=62336 Len=0 TSval=4271403694 TSecr=1741122962"
"1421","105.878484","54.218.143.40","192.168.1.5","HTTP","241","HTTP/1.1 211 UNKNOWN "
"1422","105.878563","192.168.1.5","54.218.143.40","TCP","66","51443  >  80 [ACK] Seq=500 Ack=176 Win=131584 Len=0 TSval=1741123232 TSecr=4271403701"
"1423","105.894920","192.168.1.5","54.218.143.40","TCP","66","51443  >  80 [FIN, ACK] Seq=500 Ack=176 Win=131584 Len=0 TSval=1741123248 TSecr=4271403701"
"1424","105.949903","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1948 Ack=286914 Win=17676 Len=0 TSval=2477714431 TSecr=3826924650"
"1425","106.137441","54.218.143.40","192.168.1.5","TCP","66","80  >  51443 [FIN, ACK] Seq=176 Ack=501 Win=62336 Len=0 TSval=4271403959 TSecr=1741123248"
"1426","106.137610","192.168.1.5","54.218.143.40","TCP","66","51443  >  80 [ACK] Seq=501 Ack=177 Win=131584 Len=0 TSval=1741123490 TSecr=4271403959"
"1427","106.629217","69.171.250.60","192.168.1.5","TLSv1.2","201","Application Data"
